transaction_id,trans_date_trans_time,card_number,merchant_name,merchant_category,transaction_amount,gender,transaction_location,Cities,State,dob,fraud_flag
6457,23-06-2020,6600000000000000.0,fraud_Hudson-Ratke,4,133.07,0,72030 Shelton Crossing Apt. 742,717,30,11-09-1969,0
6458,23-06-2020,4770000000000000.0,fraud_Doyle Ltd,4,148.88,0,4655 David Island,206,37,19-06-1961,0
6459,23-06-2020,371000000000000.0,fraud_Kutch-Hegmann,3,68.31,0,25961 Beverly Union Apt. 042,537,26,06-03-1984,0
6460,23-06-2020,584000000000.0,fraud_Howe PLC,0,66.3,0,5572 Kelly Plains Apt. 952,778,47,22-07-1936,0
6461,23-06-2020,4990000000000.0,fraud_Schamberger-O'Keefe,4,106.4,1,56812 Francis Courts,159,19,13-12-1960,0
6462,23-06-2020,4.22e+18,fraud_Turner and Sons,12,122.2,1,27718 Mason Bypass,500,34,30-05-1974,0
6463,23-06-2020,3580000000000000.0,fraud_Lind-Buckridge,0,5.13,1,622 Robert Summit,4,34,15-03-1964,0
6464,23-06-2020,585000000000.0,"fraud_Kuhic, Bins and Pfeffer",11,22.07,0,071 Wise Trace,148,27,13-08-1930,0
6465,23-06-2020,374000000000000.0,fraud_Trantow PLC,3,51.45,0,554 Mcdonald Valley Apt. 539,463,42,12-11-1970,0
6466,23-06-2020,4840000000000000.0,"fraud_Baumbach, Strosin and Nicolas",12,155.4,1,2161 Blankenship Freeway,790,45,28-10-1989,0
6467,23-06-2020,3550000000000000.0,fraud_Spinka Inc,3,89.76,1,886 Nicole Key,716,35,01-05-1948,0
6468,23-06-2020,3520000000000000.0,"fraud_Goldner, Kovacek and Abbott",4,224.08,0,67210 Lori Creek,685,42,11-09-1970,0
6469,23-06-2020,3540000000000000.0,"fraud_Ferry, Lynch and Kautzer",8,115.03,1,4936 Michelle Points,744,13,09-01-1980,0
6470,23-06-2020,4550000000000000.0,fraud_Friesen Inc,12,189.9,0,9471 Wong Islands,441,34,29-05-1968,0
6471,23-06-2020,213000000000000.0,fraud_Heller-Langosh,2,72.24,0,742 Oneill Shore,247,24,24-12-1984,0
6472,23-06-2020,6010000000000000.0,fraud_Durgan-Auer,8,61.46,1,50843 Vincent Mission,699,45,30-08-1957,0
168603,18-08-2020,213000000000000.0,fraud_Bernier and Sons,7,24.06,0,4664 Sanchez Common Suite 930,85,39,03-06-1984,1
6473,23-06-2020,3560000000000000.0,fraud_Harris Inc,2,84.16,0,292 Cassidy Oval,428,33,29-03-1991,0
6474,23-06-2020,4.99e+18,fraud_Koepp-Parker,4,136.22,1,920 Patrick Light,457,13,09-01-1956,0
6475,23-06-2020,630000000000.0,fraud_Beier-Hyatt,12,121.91,1,8088 Sherman Radial Suite 689,317,4,07-02-1973,0
6476,23-06-2020,373000000000000.0,fraud_Klocko LLC,8,15.05,0,26544 Andrea Glen,268,21,18-06-1985,0
6477,23-06-2020,3560000000000000.0,fraud_Hintz-Bruen,3,54.59,1,7915 Dawn Roads Apt. 544,683,33,03-03-1984,0
6478,23-06-2020,3560000000000000.0,fraud_Huel Ltd,8,1.18,1,13613 Hammond Ferry,144,11,30-03-1953,0
6479,23-06-2020,4940000000000000.0,"fraud_Monahan, Bogisich and Ledner",9,32.86,1,6003 Brady Shoal Apt. 449,351,9,01-06-1975,0
6480,23-06-2020,2220000000000000.0,fraud_McDermott-Weimann,4,92.49,0,6014 Thomas Throughway,745,42,26-02-1987,0
6481,23-06-2020,4.13e+18,fraud_Torp-Labadie,2,58.95,0,68276 Matthew Springs,619,42,04-10-1949,0
6482,23-06-2020,574000000000.0,fraud_Wolf Inc,4,60.66,1,0423 Kirby Field Suite 623,809,13,23-07-1986,0
6483,23-06-2020,3560000000000000.0,fraud_Kuhn LLC,12,7.82,0,6638 Lucero Mill Suite 952,367,42,26-01-1931,0
6484,23-06-2020,2360000000000000.0,"fraud_Greenholt, O'Hara and Balistreri",11,2.5,1,17355 Mendoza Bypass Suite 059,410,19,30-10-1924,0
6485,23-06-2020,2510000000000000.0,"fraud_Cormier, Stracke and Thiel",0,6.46,1,79414 Clark Lakes Suite 966,771,21,08-10-1956,0
6486,23-06-2020,4300000000000000.0,"fraud_Towne, Greenholt and Koepp",11,8.25,1,384 Newman Forks Apt. 370,62,11,08-08-1964,0
6487,23-06-2020,3570000000000000.0,"fraud_Kovacek, Dibbert and Ondricka",4,120.37,0,3638 Marsh Union,16,43,17-01-1990,0
6488,23-06-2020,4790000000000.0,fraud_Hermann-Gaylord,9,7.36,0,36366 Smith Road,467,34,31-07-1941,0
6489,23-06-2020,3530000000000000.0,fraud_Schmitt Ltd,8,35.19,0,974 Cindy Stream,87,45,13-07-1975,0
6490,23-06-2020,374000000000000.0,fraud_Doyle Ltd,4,220.35,0,554 Mcdonald Valley Apt. 539,463,42,12-11-1970,0
6491,23-06-2020,213000000000000.0,fraud_Barton Inc,4,66.3,1,725 Jo Trace Apt. 102,267,4,30-07-1982,0
6492,23-06-2020,3530000000000000.0,fraud_Wolf Inc,4,121.3,0,840 Werner Lock Apt. 852,112,28,13-09-1940,0
6493,23-06-2020,3540000000000000.0,fraud_Kassulke PLC,11,3.76,0,376 Brown Courts,819,49,16-11-1941,0
6494,23-06-2020,581000000000.0,fraud_Mante Group,8,3.63,0,31281 Thomas Inlet,482,33,13-01-1960,0
6495,23-06-2020,4870000000000000.0,"fraud_Yost, Block and Koepp",9,62.13,0,194 Goodman Fall Apt. 569,106,46,10-03-1974,0
6496,23-06-2020,2270000000000000.0,fraud_Cummings LLC,2,60.42,1,8957 Russell Key,275,1,25-07-1972,0
6497,23-06-2020,4270000000000000.0,"fraud_Schaefer, Maggio and Daugherty",2,85.59,1,5452 Patricia Inlet Apt. 280,511,28,13-12-1956,0
6498,23-06-2020,3530000000000000.0,"fraud_Kihn, Abernathy and Douglas",11,2.41,0,21810 James Mall,111,42,21-11-1965,0
6499,23-06-2020,4720000000000000.0,fraud_O'Keefe-Hudson,4,114.29,0,11014 Chad Lake Apt. 573,311,25,04-05-1972,0
6500,23-06-2020,2480000000000000.0,"fraud_Douglas, Schneider and Turner",12,117.58,1,153 Mccullough Springs Apt. 857,395,22,12-10-1993,0
6501,23-06-2020,4.8e+18,fraud_Kutch and Sons,4,70.61,0,3310 Davidson Spurs Apt. 107,556,14,13-03-1991,0
6502,23-06-2020,2710000000000000.0,"fraud_Roob, Conn and Tremblay",12,9.2,0,4511 Choi Lock,190,17,13-02-1964,0
6503,23-06-2020,3580000000000000.0,"fraud_Bernier, Streich and Jewess",3,70.05,0,72269 Elizabeth Field Apt. 132,588,3,24-10-1981,0
6504,23-06-2020,4840000000000000.0,"fraud_Goldner, Kovacek and Abbott",4,152.33,1,85344 Smith Gateway Apt. 280,303,14,06-05-1955,0
6505,23-06-2020,4950000000000000.0,fraud_Fisher-Schowalter,11,1.91,0,386 Randolph Throughway,771,34,05-04-1957,0
6506,23-06-2020,3510000000000000.0,"fraud_Christiansen, Goyette and Schamberger",2,53.08,1,9554 Flores Drive,29,23,31-03-1985,0
6507,23-06-2020,343000000000000.0,fraud_Heidenreich PLC,4,120.25,0,6033 Young Track Suite 804,214,6,26-09-1987,0
6508,23-06-2020,4910000000000000.0,fraud_Ledner-Pfannerstill,2,55.51,1,8929 Phillips Corners Suite 259,300,37,01-05-1956,0
6509,23-06-2020,3570000000000000.0,fraud_Williamson LLC,9,30.98,1,997 Cameron Meadow Apt. 980,698,45,31-01-1991,0
6510,23-06-2020,5540000000000000.0,fraud_Emmerich-Luettgen,3,107.63,1,329 Michael Extension,402,18,04-04-1985,0
6511,23-06-2020,213000000000000.0,fraud_Hermann and Sons,12,35.7,1,40847 Stark Junctions,69,33,12-09-1931,0
6512,23-06-2020,4.69e+18,"fraud_Raynor, Feest and Miller",2,52.24,1,2622 Reynolds Isle,438,28,04-10-1967,0
6513,23-06-2020,6010000000000000.0,fraud_Hills-Olson,3,25.95,1,210 Dean Causeway Suite 130,14,11,19-12-2001,0
6514,23-06-2020,30300000000000.0,"fraud_Gottlieb, Considine and Schultz",11,641.41,0,8011 Chapman Tunnel Apt. 568,73,4,27-05-1967,0
6515,23-06-2020,378000000000000.0,"fraud_Kerluke, Kertzmann and Wiza",8,4.71,1,586 Thomas Cliffs,548,47,11-09-1975,0
6516,23-06-2020,30300000000000.0,"fraud_Christiansen, Goyette and Schamberger",2,97.16,0,8011 Chapman Tunnel Apt. 568,73,4,27-05-1967,0
6517,23-06-2020,4860000000000.0,fraud_Wisozk and Sons,9,4.28,0,897 Daugherty Mission,277,37,15-09-1956,0
6518,23-06-2020,341000000000000.0,"fraud_Connelly, Reichert and Fritsch",2,59.1,1,615 Clarke Spring Apt. 172,771,21,18-05-1980,0
6519,23-06-2020,377000000000000.0,fraud_Schmitt Ltd,8,1.04,0,43576 Kristina Islands,684,48,14-02-1966,0
6520,23-06-2020,4670000000000000.0,"fraud_Herman, Treutel and Dickens",8,5.44,1,3653 Ryan Crossroad,22,14,25-07-1955,0
6521,23-06-2020,376000000000000.0,fraud_Hudson-Ratke,4,132.29,1,16744 Campbell Wall Apt. 372,738,44,12-04-1962,0
6522,23-06-2020,4460000000000.0,fraud_Bahringer-Larson,3,27.42,0,118 Cabrera Springs Apt. 105,397,8,24-01-1990,0
6523,23-06-2020,341000000000000.0,"fraud_Kohler, Lindgren and Koelpin",3,56.76,0,865 Thomas Village,557,33,02-07-1971,0
6524,23-06-2020,346000000000000.0,"fraud_Reinger, Weissnat and Strosin",1,32.92,1,6385 Donald Square Suite 429,708,44,20-11-1950,0
6525,23-06-2020,342000000000000.0,fraud_Huel Ltd,8,103.27,1,6366 French Field,444,33,23-05-1978,0
6526,23-06-2020,3510000000000000.0,"fraud_Fadel, Mertz and Rippin",0,62.04,0,5654 Peterson Land,631,24,29-05-1966,0
6527,23-06-2020,4920000000000000.0,fraud_Bogisich Inc,4,137.67,0,6888 Hicks Stream Suite 954,439,37,07-03-1941,0
6528,23-06-2020,2300000000000000.0,"fraud_Fadel, Mertz and Rippin",0,11.3,0,611 Michael Rue,134,13,13-01-1960,0
6529,23-06-2020,374000000000000.0,fraud_Koss and Sons,2,42.02,1,20937 Reed Lakes Apt. 271,772,7,20-07-1970,0
6530,23-06-2020,4940000000000000.0,fraud_Deckow-O'Conner,4,172.43,0,3531 Hamilton Highway,642,42,07-11-1990,0
6531,23-06-2020,30200000000000.0,fraud_Kerluke Inc,8,1.46,0,9824 Mitchell Run,604,36,25-12-1953,0
6532,23-06-2020,38200000000000.0,fraud_Rau and Sons,4,104.45,1,8415 Vaughn Squares Apt. 788,1,29,15-04-1988,0
6533,23-06-2020,213000000000000.0,"fraud_Streich, Hansen and Veum",2,70.0,1,82201 Bradley Radial Suite 703,39,9,28-04-1986,0
6534,23-06-2020,4960000000000000.0,"fraud_Zieme, Bode and Dooley",2,50.54,0,324 Donna Ridge Suite 651,168,37,10-05-1966,0
6535,23-06-2020,30200000000000.0,fraud_Schamberger-O'Keefe,4,187.0,0,117 Natasha Vista Suite 936,406,42,23-03-1977,0
6536,23-06-2020,180000000000000.0,fraud_Bauch-Raynor,4,112.32,0,084 Holmes Avenue Suite 206,712,36,24-03-1968,0
6537,23-06-2020,6010000000000000.0,"fraud_Harris, Gusikowski and Heaney",3,20.86,1,16285 Jessica Lights,71,1,12-07-1980,0
6538,23-06-2020,213000000000000.0,fraud_Jast and Sons,1,23.89,1,822 Austin Spur,531,14,07-10-1959,0
6539,23-06-2020,30400000000000.0,fraud_Fisher-Schowalter,11,1084.13,0,7177 Steven Forges,689,36,01-10-1928,0
6540,23-06-2020,4780000000000.0,fraud_Corwin-Collins,2,62.76,0,13108 Jennifer Passage,455,15,22-04-1961,0
6541,23-06-2020,6530000000000000.0,fraud_Pacocha-Bauch,12,6.89,1,63502 Brown Road Apt. 318,792,30,18-02-1964,0
6542,23-06-2020,4.38e+18,"fraud_Lind, Huel and McClure",2,81.05,1,93914 Gregory Via,546,4,03-01-1974,0
6543,23-06-2020,4280000000000000.0,fraud_Parisian and Sons,2,60.15,0,13299 Patrick Terrace,628,27,10-11-1955,0
6544,23-06-2020,3600000000000000.0,fraud_Bins-Rice,2,80.13,1,83690 Nicholas Ports Apt. 846,546,41,23-03-1993,0
6545,23-06-2020,6010000000000000.0,"fraud_Kutch, Hermiston and Farrell",2,66.19,0,40624 Rebecca Spurs,187,2,08-04-1993,0
6546,23-06-2020,3550000000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",8,885.07,1,1626 Susan Course,8,42,05-07-1984,0
6547,23-06-2020,4450000000000000.0,fraud_Hudson-Ratke,4,104.71,1,8850 Jessica Center,36,44,17-08-1986,0
6548,23-06-2020,2290000000000000.0,fraud_Bradtke PLC,4,93.47,0,2788 Brittney Island,74,23,27-05-1950,0
6549,23-06-2020,4610000000000.0,fraud_Bahringer-Larson,3,57.0,1,542 Steve Curve Suite 011,150,26,15-09-1988,0
6550,23-06-2020,4590000000000000.0,fraud_Bartoletti-Wunsch,2,70.86,0,6983 Carrillo Isle,219,39,05-07-1997,0
6551,23-06-2020,371000000000000.0,fraud_Huel-Langworth,8,122.55,0,298 Kayla Lights,94,37,25-05-1985,0
6552,23-06-2020,4.41e+18,"fraud_Goldner, Kovacek and Abbott",4,120.47,1,7955 Allen Orchard Apt. 336,708,9,02-03-1969,0
6553,23-06-2020,2270000000000000.0,"fraud_Willms, Kris and Bergnaum",12,5.28,1,3136 Silva Stream,571,5,10-03-1932,0
6554,23-06-2020,30400000000000.0,fraud_Hermann-Gaylord,9,17.22,1,88325 Brandon Greens Apt. 477,196,21,20-11-1969,0
6555,23-06-2020,502000000000.0,fraud_Rempel Inc,11,340.51,1,6157 Nichols Mews,448,6,13-02-1962,0
6556,23-06-2020,36200000000000.0,fraud_Pacocha-Bauch,12,3.24,1,84033 Pitts Overpass,392,8,13-10-1949,0
6557,23-06-2020,4.32e+18,"fraud_Labadie, Treutel and Bode",11,11.72,0,010 Salazar Walk,169,16,01-02-1960,0
6558,23-06-2020,630000000000.0,fraud_Cummerata-Jones,2,43.55,0,561 Little Plain Apt. 738,800,21,12-06-1972,0
6559,23-06-2020,4670000000000000.0,fraud_Auer-Mosciski,4,97.08,0,0953 David Skyway,174,9,14-08-1947,0
6560,23-06-2020,3560000000000000.0,fraud_Mohr Inc,12,1.4,1,05597 Michael Spurs,574,3,28-03-1957,0
6561,23-06-2020,3600000000000000.0,"fraud_Schoen, Kuphal and Nitzsche",4,180.45,0,07943 Davis River,289,26,07-10-1993,0
6562,23-06-2020,4880000000000000.0,fraud_Kemmer-Buckridge,9,30.79,1,995 Benjamin Bypass,205,9,28-10-1990,0
6563,23-06-2020,3520000000000000.0,fraud_Prohaska-Murray,2,90.27,1,15315 Vaughn Park Suite 356,334,22,05-07-2001,0
6564,23-06-2020,340000000000000.0,fraud_Friesen-D'Amore,2,68.16,0,9047 Rodriguez Turnpike,263,26,09-02-1934,0
6565,23-06-2020,502000000000.0,fraud_Dare-Marvin,0,5.48,0,06393 Nancy Parkways Suite 855,255,1,08-01-1970,0
6566,23-06-2020,342000000000000.0,"fraud_Rowe, Batz and Goodwin",4,52.95,0,334 Adam Mountains Apt. 868,440,44,19-06-1999,0
6567,23-06-2020,4.79e+18,"fraud_Rohan, White and Aufderhar",8,14.97,0,7952 Karen Pike,186,15,01-10-1978,0
6568,23-06-2020,504000000000.0,fraud_Brekke and Sons,2,102.01,1,4130 Tiffany Glen Apt. 562,664,42,28-12-1975,0
6569,23-06-2020,4450000000000000.0,fraud_Kiehn Inc,4,120.55,1,8850 Jessica Center,36,44,17-08-1986,0
6570,23-06-2020,36900000000000.0,fraud_Torp-Lemke,9,143.78,0,4503 Patricia Route,463,12,11-02-1971,0
6571,23-06-2020,4.13e+18,fraud_Cole PLC,4,111.38,0,68276 Matthew Springs,619,42,04-10-1949,0
6572,23-06-2020,30200000000000.0,fraud_Berge LLC,2,77.68,1,8465 Reed Green Suite 559,480,37,18-05-1974,0
6573,23-06-2020,4660000000000000.0,fraud_Lesch Ltd,12,9.65,0,4879 Cristina Station,368,37,04-11-1945,0
6574,23-06-2020,4980000000000000.0,"fraud_Kerluke, Kertzmann and Wiza",8,7.52,0,1893 Katie Tunnel,796,28,10-02-1935,0
6575,23-06-2020,4290000000000.0,fraud_Metz-Boehm,12,9.96,0,1980 Vasquez Manors Apt. 574,121,44,23-08-1940,0
6576,23-06-2020,3560000000000000.0,"fraud_Willms, Kris and Bergnaum",12,1.27,0,6638 Lucero Mill Suite 952,367,42,26-01-1931,0
6577,23-06-2020,370000000000000.0,fraud_Bins-Tillman,0,21.68,1,950 Dunn Squares,737,17,03-09-1951,0
6578,23-06-2020,3570000000000000.0,fraud_Jast Ltd,11,1532.76,0,14601 Downs Skyway Apt. 440,714,42,19-03-1962,0
6579,23-06-2020,630000000000.0,fraud_Rempel Inc,11,8.98,0,7107 Henderson Station,118,36,01-05-1936,0
6580,23-06-2020,213000000000000.0,"fraud_Greenfelder, Bartoletti and Davis",8,1.55,1,822 Austin Spur,531,14,07-10-1959,0
6581,23-06-2020,4150000000000000.0,fraud_Boyer PLC,11,107.48,1,494 Burke Ports,147,37,08-04-1989,0
6582,23-06-2020,213000000000000.0,fraud_Conroy-Cruickshank,2,61.98,1,493 Fitzgerald Fields Suite 454,763,9,14-05-1944,0
6583,23-06-2020,6590000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,191.93,0,8425 Daniel Knolls Suite 288,587,37,23-05-1972,0
6584,23-06-2020,3540000000000000.0,fraud_Deckow-O'Conner,4,104.69,1,3896 Gilmore Mill,229,22,28-01-1968,0
6585,23-06-2020,6010000000000000.0,"fraud_Stroman, Hudson and Erdman",2,51.35,0,4038 Smith Avenue,361,1,02-11-1971,0
6586,23-06-2020,4300000000000000.0,fraud_Barton Inc,4,102.53,1,384 Newman Forks Apt. 370,62,11,08-08-1964,0
6587,23-06-2020,3570000000000000.0,fraud_Corwin-Collins,2,66.45,1,2056 Michael Wells Apt. 348,605,14,12-03-1967,0
6588,23-06-2020,30100000000000.0,fraud_Vandervort-Funk,4,203.82,0,02018 Gary Key Apt. 911,346,23,27-11-1992,0
6589,23-06-2020,36500000000000.0,"fraud_Schaefer, Maggio and Daugherty",2,91.56,1,230 Ryan Tunnel Apt. 025,254,34,29-01-2005,0
6590,23-06-2020,6010000000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",8,103.24,0,594 Berry Lights Apt. 392,810,26,08-02-1983,0
6591,23-06-2020,4370000000000000.0,"fraud_Kihn, Abernathy and Douglas",11,116.9,1,956 Paul Fields Suite 108,560,22,10-12-1976,0
6592,23-06-2020,377000000000000.0,"fraud_Casper, Hand and Zulauf",4,149.09,1,673 Delgado Burg,283,30,25-03-1965,0
6593,23-06-2020,30500000000000.0,fraud_Kilback LLC,4,156.47,1,8829 Steele Station,204,15,30-07-1953,0
6594,23-06-2020,30300000000000.0,fraud_Schmitt Inc,2,64.02,0,77872 Andrea Glen Apt. 543,248,44,21-11-1976,0
6595,23-06-2020,4750000000000.0,fraud_Rodriguez Group,2,56.77,0,6114 Adams Harbor Suite 096,376,14,07-10-1998,0
6596,23-06-2020,4590000000000.0,fraud_Beier-Hyatt,12,2.38,0,0362 Anderson Wall,493,23,20-01-1953,0
6597,23-06-2020,6010000000000000.0,fraud_Macejkovic-Lesch,12,7.57,1,6251 Payne Flats Apt. 581,432,21,04-05-1942,0
6598,23-06-2020,377000000000000.0,fraud_Cummings Group,3,46.46,0,1898 Parker Fork Apt. 057,623,23,27-10-1974,0
6599,23-06-2020,345000000000000.0,fraud_Hermann and Sons,12,2.2,1,78652 Scott Ports,32,18,03-04-1960,0
6600,23-06-2020,60427851591.0,"fraud_Huel, Hammes and Witting",4,77.02,1,3426 David Divide Suite 717,107,35,30-06-1976,0
6601,23-06-2020,2710000000000000.0,"fraud_Watsica, Haag and Considine",12,153.46,1,4739 Martin Common,820,34,18-12-1978,0
6602,23-06-2020,639000000000.0,"fraud_Osinski, Ledner and Leuschke",4,114.87,1,2497 John Motorway Suite 922,404,37,20-06-1986,0
6603,23-06-2020,6010000000000000.0,fraud_Goodwin-Nitzsche,4,77.81,1,870 Rocha Drive,302,30,30-06-1965,0
6604,23-06-2020,4370000000000000.0,fraud_Kuhic Inc,4,96.86,1,956 Paul Fields Suite 108,560,22,10-12-1976,0
6605,23-06-2020,213000000000000.0,fraud_Mayert Group,12,5.05,1,40847 Stark Junctions,69,33,12-09-1931,0
6606,23-06-2020,213000000000000.0,fraud_Spinka Inc,3,16.64,1,242 Brian Mountain,400,42,28-01-1971,0
6607,23-06-2020,3520000000000000.0,fraud_Stracke-Lemke,4,198.66,0,94225 Smith Springs Apt. 617,765,8,07-05-1986,0
6608,23-06-2020,30400000000000.0,fraud_Cummings LLC,2,58.32,0,28777 Stewart Plains Apt. 495,613,13,13-05-1962,0
6609,23-06-2020,3530000000000000.0,fraud_Jast-McDermott,12,121.86,1,04611 Sandra Spring Suite 059,652,21,13-08-1990,0
6610,23-06-2020,639000000000.0,fraud_Prohaska-Murray,2,63.71,0,79472 Stevens Trace Apt. 120,298,33,05-06-1991,0
6611,23-06-2020,3580000000000000.0,fraud_Bernhard Inc,2,52.46,0,9853 Flynn Hollow Apt. 602,627,27,12-11-1994,0
6612,23-06-2020,6010000000000000.0,"fraud_Schultz, Simonis and Little",4,134.29,0,44259 Beth Station Suite 215,389,35,06-07-1952,0
6613,23-06-2020,4640000000000.0,fraud_Koepp-Witting,4,48.55,1,1831 Faith View Suite 653,135,11,13-07-1990,0
6614,23-06-2020,4990000000000.0,fraud_Bednar Group,8,55.01,1,56812 Francis Courts,159,19,13-12-1960,0
6615,23-06-2020,4550000000000000.0,fraud_Marks Inc,2,100.19,0,9471 Wong Islands,441,34,29-05-1968,0
6616,23-06-2020,639000000000.0,fraud_Kuhn LLC,8,217.07,1,853 Miller Bypass Suite 802,99,5,18-10-1967,0
6617,23-06-2020,4.81e+18,"fraud_Mosciski, Gislason and Mertz",4,78.36,0,916 Charles Road,83,34,28-07-1988,0
6618,23-06-2020,3540000000000000.0,fraud_Rutherford-Mertz,4,107.07,1,94975 David Mews Apt. 316,721,42,19-06-1992,0
6619,23-06-2020,4070000000000000.0,fraud_Cartwright-Harris,4,147.96,0,44089 Carrie Crossing Suite 954,241,42,09-04-1967,0
6620,23-06-2020,502000000000.0,fraud_Runte-Mohr,1,72.33,0,06393 Nancy Parkways Suite 855,255,1,08-01-1970,0
6621,23-06-2020,4.81e+18,fraud_Heller-Abshire,3,37.41,0,433 Blake Roads Suite 967,803,23,31-08-1985,0
6622,23-06-2020,3500000000000000.0,fraud_Hudson-Ratke,4,57.5,1,0611 Stafford Valley Suite 504,509,8,02-01-1979,0
6623,23-06-2020,180000000000000.0,fraud_Koepp-Witting,4,209.02,0,7644 Joseph Fields,524,13,08-12-1985,0
6624,23-06-2020,343000000000000.0,fraud_Harris Inc,2,68.67,0,6033 Young Track Suite 804,214,6,26-09-1987,0
6625,23-06-2020,3500000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,76.65,1,0611 Stafford Valley Suite 504,509,8,02-01-1979,0
6626,23-06-2020,3600000000000000.0,fraud_Koepp-Witting,4,36.7,1,0189 Emily Prairie,807,15,27-12-1985,0
6627,23-06-2020,4.31e+18,fraud_Stamm-Witting,11,8.58,1,26678 Lisa Locks Apt. 904,345,5,21-09-1969,0
6628,23-06-2020,4790000000000.0,fraud_McDermott-Weimann,4,87.16,0,36366 Smith Road,467,34,31-07-1941,0
6629,23-06-2020,6520000000000000.0,fraud_Kozey-Boehm,11,98.39,1,560 Molina Path,544,33,13-04-1953,0
6630,23-06-2020,4330000000000000.0,"fraud_Tillman, Dickinson and Labadie",2,54.43,1,7483 Navarro Flats,252,49,02-08-1967,0
6631,23-06-2020,3590000000000000.0,"fraud_Johnston, Nikolaus and Maggio",3,63.59,1,32941 Krystal Mill Apt. 552,740,8,25-07-1987,0
6632,23-06-2020,4430000000000000.0,fraud_Koepp-Parker,4,74.79,0,493 Todd Views,257,19,28-03-1936,0
6633,23-06-2020,639000000000.0,fraud_Heathcote LLC,11,88.03,1,2497 John Motorway Suite 922,404,37,20-06-1986,0
6634,23-06-2020,2710000000000000.0,fraud_Rau and Sons,4,65.32,0,542 Finley Ports Apt. 396,787,37,30-08-1995,0
6635,23-06-2020,213000000000000.0,fraud_Koepp-Witting,4,89.55,0,74890 Rodriguez Springs Apt. 540,791,33,24-06-1968,0
6636,23-06-2020,180000000000000.0,fraud_Volkman-Predovic,11,88.54,1,721 Jacqueline Brooks,512,13,05-10-1993,0
6637,23-06-2020,30500000000000.0,fraud_Huel-Langworth,8,390.83,1,672 Randall Burg Suite 551,63,29,13-01-1955,0
6638,23-06-2020,4.86e+18,"fraud_Bahringer, Schoen and Corkery",12,138.18,1,25887 Martin Inlet,274,45,29-09-1993,0
6639,23-06-2020,6010000000000000.0,"fraud_Stanton, Jakubowski and Baumbach",11,269.25,0,3872 Matthew Skyway,570,24,14-12-1961,0
6640,23-06-2020,676000000000.0,"fraud_Jenkins, Hauck and Friesen",2,58.6,0,6682 Green Forks,550,30,13-03-1994,0
6641,23-06-2020,6010000000000000.0,fraud_VonRueden Group,3,56.1,0,144 Evans Islands Apt. 683,104,46,29-11-1981,0
6642,23-06-2020,342000000000000.0,"fraud_Raynor, Feest and Miller",2,67.31,0,1299 Joshua Plains,336,33,09-06-1970,0
6643,23-06-2020,3600000000000000.0,fraud_Kutch LLC,2,46.1,1,5278 Sarah Station Apt. 009,115,23,17-04-1957,0
6644,23-06-2020,4070000000000000.0,"fraud_Reichert, Rowe and Mraz",11,742.94,0,44089 Carrie Crossing Suite 954,241,42,09-04-1967,0
6645,23-06-2020,4450000000000000.0,fraud_Mraz-Herzog,2,51.12,0,6602 Ortiz Pine Apt. 179,75,42,04-03-1978,0
6646,23-06-2020,2240000000000000.0,fraud_Luettgen PLC,2,66.05,1,43235 Mckenzie Views Apt. 837,799,16,10-04-1996,0
6647,23-06-2020,30000000000000.0,"fraud_Swaniawski, Bahringer and Ledner",3,86.53,1,4319 Watson Shoals Suite 658,239,33,09-10-1970,0
6648,23-06-2020,213000000000000.0,"fraud_Schultz, Simonis and Little",4,131.89,1,079 Chelsea Rest,58,33,04-06-1962,0
6649,23-06-2020,30600000000000.0,fraud_Kerluke PLC,8,499.9,0,1441 Bradley Place,290,26,14-11-1973,0
6650,23-06-2020,4170000000000000.0,fraud_Gibson-Deckow,0,9.66,0,3160 Tina Estates Suite 234,447,39,06-10-1934,0
6651,23-06-2020,584000000000.0,fraud_Abshire PLC,0,110.15,0,5572 Kelly Plains Apt. 952,778,47,22-07-1936,0
6652,23-06-2020,6010000000000000.0,fraud_Pagac LLC,12,9.36,0,62934 Maria Cliffs Suite 350,67,41,19-11-1960,0
6653,23-06-2020,3550000000000000.0,fraud_Smitham-Boehm,3,45.89,0,7202 Jeffrey Mills,156,46,01-09-1984,0
6654,23-06-2020,180000000000000.0,"fraud_Reichert, Shanahan and Hayes",11,4.45,1,133 Alyssa Plains,418,42,18-01-1970,0
6655,23-06-2020,180000000000000.0,"fraud_Casper, Hand and Zulauf",4,201.77,0,250 Benjamin Hill Apt. 026,476,1,05-01-1972,0
6656,23-06-2020,581000000000.0,fraud_Gislason Group,9,33.66,1,39227 Mcpherson Shoals,389,35,06-10-1989,0
6657,23-06-2020,6590000000000000.0,"fraud_Tillman, Fritsch and Schmitt",8,36.43,1,97405 Vazquez Plains,481,1,07-10-1994,0
6658,23-06-2020,375000000000000.0,fraud_Kling Inc,2,102.22,1,616 Jimenez Meadow Apt. 701,215,33,26-06-1928,0
6659,23-06-2020,3570000000000000.0,"fraud_Ferry, Reichel and DuBuque",3,14.1,1,428 Morgan River,337,33,29-07-1998,0
